_RAJ2000;_DEJ2000;;_1;HD;RAJ2000;DEJ2000;Vmag;B-V;SpType
330.8400;-56.7861;999.0000;+99.0000;209100;22 03 21.6;-56 47 10; 4.69; 1.06;  K4-5V
329.7225;+62.6983;999.0000;+99.0000;209112;21 58 53.4;+62 41 54; 5.93; 1.67;  M3IIIab
329.8458;+57.6583;999.0000;+99.0000;209124;21 59 23.0;+57 39 30; 6.59; 0.03;  A0III-IV
330.2708; +0.6050;999.0000;+99.0000;209128;22 01 05.0;+00 36 18; 5.58; 1.28; gK4
330.1117;+33.0061;999.0000;+99.0000;209149;22 00 26.8;+33 00 22; 6.46;     ;  F5III
330.2725;+13.1197;999.0000;+99.0000;209166;22 01 05.4;+13 07 11; 5.60; 0.34;  F4III
330.2883; +8.2572;999.0000;+99.0000;209167;22 01 09.2;+08 15 26; 5.65; 1.44; gK5
330.5496;-17.9036;999.0000;+99.0000;209240;22 02 11.9;-17 54 13; 6.28; 1.01; gG7
329.4625;+74.9967;999.0000;+99.0000;209258;21 57 51.0;+74 59 48; 6.35; 1.56;  K5
330.6108;-16.9642;999.0000;+99.0000;209278;22 02 26.6;-16 57 51; 6.37; 0.42;  A2V+K0III
330.5058;+10.9739;999.0000;+99.0000;209288;22 02 01.4;+10 58 26; 6.37;-0.10;  B5IIIn
330.8217;-29.9042;999.0000;+99.0000;209335;22 03 17.2;-29 54 15; 7.10; 0.32;  F0IIIn
330.1637;+62.4881;999.0000;+99.0000;209339;22 00 39.3;+62 29 17; 6.66; 0.06;  B0IV
329.8125;+73.1800;999.0000;+99.0000;209369;21 59 15.0;+73 10 48; 5.03; 0.44;  F5V
330.8183; -6.5225;999.0000;+99.0000;209396;22 03 16.4;-06 31 21; 5.54; 0.96;  K0III
330.8287; -2.1553;999.0000;+99.0000;209409;22 03 18.9;-02 09 19; 4.69;-0.06;  B7IVe
330.4608;+52.8822;999.0000;+99.0000;209419;22 01 50.6;+52 52 56; 5.78;-0.11;  B5III
330.8292;+11.3864;999.0000;+99.0000;209459;22 03 19.0;+11 23 11; 5.80;-0.07;  B9.5V
331.0996;-29.9167;999.0000;+99.0000;209476;22 04 23.9;-29 55 00; 6.47; 1.63;  K5III
330.5192;+58.0006;999.0000;+99.0000;209481;22 02 04.6;+58 00 02; 5.56; 0.06;  O9Vn
330.7362;+44.6500;999.0000;+99.0000;209515;22 02 56.7;+44 39 00; 5.60;-0.03;  A0IV
331.1533;-26.8225;999.0000;+99.0000;209522;22 04 36.8;-26 49 21; 5.96;-0.14;  B4IVne
331.4621;-59.6361;999.0000;+99.0000;209529;22 05 50.9;-59 38 10; 5.62; 1.46;  K4III
331.1975; -0.9067;999.0000;+99.0000;209625;22 04 47.4;-00 54 24; 5.30; 0.23;  A5m
331.5287;-39.5433;999.0000;+99.0000;209688;22 06 06.9;-39 32 36; 4.46; 1.37;  K3III
331.1433;+32.9419;999.0000;+99.0000;209693;22 04 34.4;+32 56 31; 6.38; 1.10;  G5Ia
331.4200; +5.0586;999.0000;+99.0000;209747;22 05 40.8;+05 03 31; 4.84; 1.44;  K4III
331.4458; -0.3197;999.0000;+99.0000;209750;22 05 47.0;-00 19 11; 2.96; 0.98;  G2Ib
331.2975;+26.6739;999.0000;+99.0000;209761;22 05 11.4;+26 40 26; 5.78; 1.25;  K2III
330.9704;+63.1197;999.0000;+99.0000;209772;22 03 52.9;+63 07 11; 5.29; 1.58;  M5IIIab
330.9475;+64.6278;999.0000;+99.0000;209790;22 03 47.4;+64 37 40; 4.29; 0.34;  A3/6Vm
331.6092;-13.8697;999.0000;+99.0000;209819;22 06 26.2;-13 52 11; 4.27;-0.07;  B9IV-V
331.3946;+28.9639;999.0000;+99.0000;209833;22 05 34.7;+28 57 50; 5.70;-0.06;  B9Vn
332.6771;-75.8806;999.0000;+99.0000;209855;22 10 42.5;-75 52 50; 6.55; 1.18;  K2IIICNII
331.3183;+46.7447;999.0000;+99.0000;209857;22 05 16.4;+46 44 41; 6.13; 1.61;  M4IIIab
331.4608;+45.1122;999.0000;+99.0000;209932;22 05 50.6;+45 06 44; 6.44;-0.03;  A0V
329.5529;+82.8697;999.0000;+99.0000;209942;21 58 12.7;+82 52 11; 6.98; 0.52;  F6IV-V
331.5083;+45.0144;999.0000;+99.0000;209945;22 06 02.0;+45 00 52; 5.14; 1.57;  K5III
332.0583;-46.9611;999.0000;+99.0000;209952;22 08 14.0;-46 57 40; 1.74;-0.13;  B7IV
331.2521;+62.7856;999.0000;+99.0000;209960;22 05 00.5;+62 47 08; 5.27; 1.41;  K4III
331.4633;+48.2317;999.0000;+99.0000;209961;22 05 51.2;+48 13 54; 6.27;-0.06;  B2V
331.2871;+62.2800;999.0000;+99.0000;209975;22 05 08.9;+62 16 48; 5.11; 0.08;  O9.5Ib
331.5517;+45.2486;999.0000;+99.0000;209993;22 06 12.4;+45 14 55; 6.19; 0.09;  A3V
331.7529;+25.3450;999.0000;+99.0000;210027;22 07 00.7;+25 20 42; 3.76; 0.44;  F5V
332.0958;-32.9886;999.0000;+99.0000;210049;22 08 23.0;-32 59 19; 4.50; 0.05;  A2V
332.9804;-76.1161;999.0000;+99.0000;210056;22 11 55.3;-76 06 58; 6.15; 1.00;  K0III
332.1083;-34.0439;999.0000;+99.0000;210066;22 08 26.0;-34 02 38; 4.99; 1.48;  M1III
331.5562;+56.3431;999.0000;+99.0000;210071;22 06 13.5;+56 20 35; 6.39;-0.10;  A0III
331.8692;+19.4756;999.0000;+99.0000;210074;22 07 28.6;+19 28 32; 5.75;     ; dF2
331.8750;+18.0006;999.0000;+99.0000;210090;22 07 30.0;+18 00 02; 6.35; 1.64;  M1
332.1779;-33.1256;999.0000;+99.0000;210111;22 08 42.7;-33 07 32; 6.37; 0.20;  A2III/IV
331.9596;+21.7028;999.0000;+99.0000;210129;22 07 50.3;+21 42 10; 5.78;-0.10;  B7Vne
332.2458;-18.5197;999.0000;+99.0000;210191;22 08 59.0;-18 31 11; 5.81;-0.17;  B2.5IV
332.4917;-48.1072;999.0000;+99.0000;210204;22 09 58.0;-48 06 26; 6.43; 1.39;  K3III
332.0717;+25.5436;999.0000;+99.0000;210210;22 08 17.2;+25 32 37; 6.11; 0.27;  F1IV
331.7900;+58.8408;999.0000;+99.0000;210220;22 07 09.6;+58 50 27; 6.32; 0.88;  G6III
331.8562;+53.3072;999.0000;+99.0000;210221;22 07 25.5;+53 18 26; 6.14; 0.43;  A3Ib
332.4821;-34.0147;999.0000;+99.0000;210271;22 09 55.7;-34 00 53; 5.37; 0.24;  A5V
332.0687;+49.7964;999.0000;+99.0000;210289;22 08 16.5;+49 47 47; 6.42;     ;  K5III
332.5004;-28.2925;999.0000;+99.0000;210300;22 10 00.1;-28 17 33; 6.44; 0.15;  A5V
332.5367;-32.5483;999.0000;+99.0000;210302;22 10 08.8;-32 32 54; 4.92; 0.48;  F6V
332.1708;+45.7419;999.0000;+99.0000;210334;22 08 41.0;+45 44 31; 6.11; 0.72;  G2IV+K0III
332.3067;+33.1722;999.0000;+99.0000;210354;22 09 13.6;+33 10 20; 5.58; 1.00;  G8IIIb
332.5500; +6.1978;999.0000;+99.0000;210418;22 10 12.0;+06 11 52; 3.53; 0.08;  A2Vp
332.5879; -3.8942;999.0000;+99.0000;210419;22 10 21.1;-03 53 39; 6.27;-0.01;  A1Vnn
332.6562;-11.5650;999.0000;+99.0000;210424;22 10 37.5;-11 33 54; 5.46;-0.12;  B7III
332.6408; -4.2672;999.0000;+99.0000;210434;22 10 33.8;-04 16 02; 6.01; 0.98;  K0III-IV
332.4967;+33.1783;999.0000;+99.0000;210459;22 09 59.2;+33 10 42; 4.29; 0.46;  F5III
332.5792;+19.6169;999.0000;+99.0000;210460;22 10 19.0;+19 37 01; 6.18; 0.69;  G0V
332.5925;+14.6300;999.0000;+99.0000;210461;22 10 22.2;+14 37 48; 6.33; 1.08;  K0III
332.7600;-21.2325;999.0000;+99.0000;210464;22 11 02.4;-21 13 57; 6.09; 0.50;  F6V
332.6558;+11.6244;999.0000;+99.0000;210502;22 10 37.4;+11 37 28; 5.78; 1.58;  M1III
332.6258;+20.9781;999.0000;+99.0000;210516;22 10 30.2;+20 58 41; 6.46; 0.12;  A3III
332.7150;+30.5531;999.0000;+99.0000;210594;22 10 51.6;+30 33 11; 6.32; 0.18;  A8IV
332.9637;+16.0406;999.0000;+99.0000;210702;22 11 51.3;+16 02 26; 5.95; 0.95;  K1III
333.1075;-14.1939;999.0000;+99.0000;210705;22 12 25.8;-14 11 38; 6.03; 0.38;  F2V
332.7912;+50.8233;999.0000;+99.0000;210715;22 11 09.9;+50 49 24; 5.40; 0.15;  A5V
333.2396;-26.3278;999.0000;+99.0000;210739;22 12 57.5;-26 19 40; 6.17; 0.17;  A3V
332.7137;+58.2011;999.0000;+99.0000;210745;22 10 51.3;+58 12 04; 3.35; 1.57;  K1.5Ib
333.0333;+24.9500;999.0000;+99.0000;210762;22 12 08.0;+24 57 00; 5.92; 1.51;  K0
333.1825; -4.7208;999.0000;+99.0000;210763;22 12 43.8;-04 43 15; 6.39; 0.50;  F7V
332.4517;+72.3411;999.0000;+99.0000;210807;22 09 48.4;+72 20 28; 4.79; 0.92;  G7II-III
332.8779;+59.4144;999.0000;+99.0000;210839;22 11 30.7;+59 24 52; 5.04; 0.25;  O6I(n)fp
333.4350;-25.1808;999.0000;+99.0000;210848;22 13 44.4;-25 10 51; 5.58; 0.49;  F6III-II
334.4604;-77.5117;999.0000;+99.0000;210853;22 17 50.5;-77 30 42; 5.51; 0.31;  F3III
332.9533;+56.8394;999.0000;+99.0000;210855;22 11 48.8;+56 50 22; 5.24; 0.51;  F8V
332.5637;+72.1111;999.0000;+99.0000;210873;22 10 15.3;+72 06 40; 6.37;-0.06;  B9pHgMn:
332.6621;+70.1328;999.0000;+99.0000;210884;22 10 38.9;+70 07 58; 5.50; 0.38;  F2V
333.1992;+34.6047;999.0000;+99.0000;210889;22 12 47.8;+34 36 17; 5.33; 1.13;  K2-III-IIIb
332.9871;+59.0847;999.0000;+99.0000;210905;22 11 56.9;+59 05 05; 6.30; 1.13;  K0III
333.6608;-41.3817;999.0000;+99.0000;210918;22 14 38.6;-41 22 54; 6.23; 0.65;  G5V
333.5783;-27.7669;999.0000;+99.0000;210934;22 14 18.8;-27 46 01; 5.43;-0.16;  B8III
333.0079;+60.7594;999.0000;+99.0000;210939;22 12 01.9;+60 45 34; 5.35; 1.17;  K1III
333.5750;-21.0742;999.0000;+99.0000;210960;22 14 18.0;-21 04 27; 5.32; 0.80;  K0III+F2V
335.0062;-80.4397;999.0000;+99.0000;210967;22 20 01.5;-80 26 23; 5.10; 1.47;  M5III
333.4108;+28.6083;999.0000;+99.0000;211006;22 13 38.6;+28 36 30; 5.89; 1.15;  K2III
333.0929;+63.2914;999.0000;+99.0000;211029;22 12 22.3;+63 17 29; 5.79; 1.67;  M3IIIab
333.8962;-44.4519;999.0000;+99.0000;211053;22 15 35.1;-44 27 07; 6.10; 1.02;  G8-K0III
333.4696;+39.7150;999.0000;+99.0000;211073;22 13 52.7;+39 42 54; 4.49; 1.39;  K3III
333.9037;-41.3467;999.0000;+99.0000;211088;22 15 36.9;-41 20 48; 4.79; 0.80;  G8III+G
333.4554;+45.4408;999.0000;+99.0000;211096;22 13 49.3;+45 26 27; 5.53; 0.04;  A0III
334.1108;-41.6275;999.0000;+99.0000;211202;22 16 26.6;-41 37 39; 5.10; 0.92;  G8III
333.6850;+42.9539;999.0000;+99.0000;211211;22 14 44.4;+42 57 14; 5.71; 0.00;  A2Vnn
333.4562;+63.1625;999.0000;+99.0000;211242;22 13 49.5;+63 09 45; 6.11;-0.08;  B8Vn
333.9992; +8.5494;999.0000;+99.0000;211287;22 15 59.8;+08 32 58; 6.21; 0.02;  A1Vn
334.1558;-25.8983;999.0000;+99.0000;211291;22 16 37.4;-25 53 54; 6.15; 1.11;  K1II/III
333.2204;+73.3072;999.0000;+99.0000;211300;22 12 52.9;+73 18 26; 6.08; 1.01;  K0II-III+A3V
333.7583;+57.0436;999.0000;+99.0000;211336;22 15 02.0;+57 02 37; 4.19; 0.28;  F0IV
334.1400; -1.5964;999.0000;+99.0000;211356;22 16 33.6;-01 35 47; 6.15; 0.19;  A5Vn
334.2004;-12.8314;999.0000;+99.0000;211361;22 16 48.1;-12 49 53; 5.34; 1.14; gK0
334.2492;-23.1400;999.0000;+99.0000;211364;22 16 59.8;-23 08 24; 6.17; 1.05;  G5
333.9925;+37.7489;999.0000;+99.0000;211388;22 15 58.2;+37 44 56; 4.13; 1.46;  K3-II-III
334.2083; -7.7833;999.0000;+99.0000;211391;22 16 50.0;-07 47 00; 4.16; 0.98;  G8III-IV
334.2192; -9.0400;999.0000;+99.0000;211392;22 16 52.6;-09 02 24; 5.79; 1.16; gK3
334.5650;-53.6278;999.0000;+99.0000;211415;22 18 15.6;-53 37 40; 5.37; 0.60;  G3V
334.6254;-60.2597;999.0000;+99.0000;211416;22 18 30.1;-60 15 35; 2.86; 1.39;  K3III
334.1237;+27.8042;999.0000;+99.0000;211432;22 16 29.7;+27 48 15; 6.37; 0.99;  G9III
334.2771; -5.3872;999.0000;+99.0000;211434;22 17 06.5;-05 23 14; 5.75; 0.88;  G6III
337.9058;-85.9672;999.0000;+99.0000;211539;22 31 37.4;-85 58 02; 5.77; 1.02;  K0III
334.1104;+57.2203;999.0000;+99.0000;211554;22 16 26.5;+57 13 13; 5.88; 0.93;  G8III
334.5179; -0.2378;999.0000;+99.0000;211575;22 18 04.3;-00 14 16; 6.39; 0.44;  F3V
334.7533;-13.3050;999.0000;+99.0000;211676;22 19 00.8;-13 18 18; 5.95; 1.06; gG7
335.1508;-57.5100;999.0000;+99.0000;211726;22 20 36.2;-57 30 36; 6.34; 1.37;  K3-4III
334.7342;+37.7694;999.0000;+99.0000;211797;22 18 56.2;+37 46 10; 6.17; 0.28;  A9IIIp
334.5529;+62.8044;999.0000;+99.0000;211833;22 18 12.7;+62 48 16; 5.75; 1.26;  K3III
335.0496; -7.8211;999.0000;+99.0000;211838;22 20 11.9;-07 49 16; 5.37;-0.06;  B8IIIpMn:Hg:
335.1150; +5.7894;999.0000;+99.0000;211924;22 20 27.6;+05 47 22; 5.37;-0.02;  B5IV
335.2325; +8.1867;999.0000;+99.0000;211976;22 20 55.8;+08 11 12; 6.17; 0.44;  F6V
336.1533;-72.2556;999.0000;+99.0000;211998;22 24 36.8;-72 15 20; 5.29; 0.65;  A3V:+F9V
335.3983;-21.5983;999.0000;+99.0000;212010;22 21 35.6;-21 35 54; 5.13; 1.07;  K2III
335.2504;+26.9353;999.0000;+99.0000;212047;22 21 00.1;+26 56 07; 6.47; 1.59;  M4III
335.4142; -1.3872;999.0000;+99.0000;212061;22 21 39.4;-01 23 14; 3.84;-0.05;  A0V
335.1650;+50.9808;999.0000;+99.0000;212071;22 20 39.6;+50 58 51; 6.42;     ;  K2
335.3796;+12.2053;999.0000;+99.0000;212076;22 21 31.1;+12 12 19; 5.01;-0.13;  B2IV-Ve
335.6829;-45.9478;999.0000;+99.0000;212087;22 22 43.9;-45 56 52; 6.62; 2.01;  S5,7e
335.3304;+28.3306;999.0000;+99.0000;212097;22 21 19.3;+28 19 50; 4.81; 0.00;  B9III
335.2567;+46.5367;999.0000;+99.0000;212120;22 21 01.6;+46 32 12; 4.57;-0.10;  B6V
335.7833;-45.9286;999.0000;+99.0000;212132;22 23 08.0;-45 55 43; 5.62; 0.36;  F3III-IV
334.5850;+76.4881;999.0000;+99.0000;212150;22 18 20.4;+76 29 17; 6.66; 0.00;  A1Vn
336.4625;-75.0156;999.0000;+99.0000;212168;22 25 51.0;-75 00 56; 6.04; 0.64;  G3V
336.2937;-70.4317;999.0000;+99.0000;212211;22 25 10.5;-70 25 54; 5.78; 0.38;  F3III
335.4621;+42.0783;999.0000;+99.0000;212222;22 21 50.9;+42 04 42; 6.41;-0.08;  B5V
335.8787;-24.7625;999.0000;+99.0000;212271;22 23 30.9;-24 45 45; 5.53; 0.99; gG9
335.8837; -7.1944;999.0000;+99.0000;212320;22 23 32.1;-07 11 40; 5.93; 1.00;  G6IIIBaII
336.2350;-57.7972;999.0000;+99.0000;212330;22 24 56.4;-57 47 50; 5.32; 0.67;  G3IV
335.9150;+20.8483;999.0000;+99.0000;212395;22 23 39.6;+20 50 54; 6.04;     ;  F7V
336.0287; -4.8369;999.0000;+99.0000;212404;22 24 06.9;-04 50 13; 5.78;-0.04;  A0V
336.1129;-13.5294;999.0000;+99.0000;212430;22 24 27.1;-13 31 46; 5.76; 0.97;  G6.5III
335.7508;+57.2844;999.0000;+99.0000;212454;22 23 00.2;+57 17 04; 6.16;-0.13;  B8III-IV
335.9758;+38.5736;999.0000;+99.0000;212487;22 23 54.2;+38 34 25; 6.22; 0.49;  F5IV:
335.7508;+62.4200;999.0000;+99.0000;212495;22 23 00.2;+62 25 12; 6.04; 0.05;  A1V
335.8900;+52.2292;999.0000;+99.0000;212496;22 23 33.6;+52 13 45; 4.43; 1.02;  G8.5IIIbCa1
336.3192; +1.3775;999.0000;+99.0000;212571;22 25 16.6;+01 22 39; 4.66;-0.03;  B1Ve
336.8333;-64.9664;999.0000;+99.0000;212581;22 27 20.0;-64 57 59; 4.48;-0.03;  B9.5V
336.1292;+49.4764;999.0000;+99.0000;212593;22 24 31.0;+49 28 35; 4.57; 0.09;  B9Iab
336.5446;-23.6825;999.0000;+99.0000;212643;22 26 10.7;-23 40 57; 6.29;-0.03;  A0V
336.4196;+18.4444;999.0000;+99.0000;212670;22 25 40.7;+18 26 40; 6.26; 1.22;  K0
336.6425;-16.7414;999.0000;+99.0000;212697;22 26 34.2;-16 44 29; 6.57;     ;  G2V
336.6433;-16.7425;999.0000;+99.0000;212698;22 26 34.4;-16 44 33; 6.35; 0.61;  G1V
333.2942;+86.1081;999.0000;+99.0000;212710;22 13 10.6;+86 06 29; 5.27;-0.03;  B9.5Vn
337.1571;-67.4892;999.0000;+99.0000;212728;22 28 37.7;-67 29 21; 5.55; 0.20;  A4V
336.6558; +4.3936;999.0000;+99.0000;212754;22 26 37.4;+04 23 37; 5.75; 0.52;  F7V
336.6904;+37.4439;999.0000;+99.0000;212883;22 26 45.7;+37 26 38; 6.46;-0.13;  B2V
335.9221;+78.2433;999.0000;+99.0000;212937;22 23 41.3;+78 14 36; 6.76;-0.06;  B9
336.9646; +4.6956;999.0000;+99.0000;212943;22 27 51.5;+04 41 44; 4.79; 1.05;  K0III
337.1633;-39.1319;999.0000;+99.0000;212953;22 28 39.2;-39 07 55; 5.47; 0.95;  G9III
336.8604;+39.8097;999.0000;+99.0000;212978;22 27 26.5;+39 48 35; 6.14;-0.14;  B2V
336.7467;+56.4333;999.0000;+99.0000;212986;22 26 59.2;+56 26 00; 6.57;-0.10;  B5III
336.9425;+31.8403;999.0000;+99.0000;212988;22 27 46.2;+31 50 25; 5.98; 1.45;  K2
337.3175;-43.4956;999.0000;+99.0000;213009;22 29 16.2;-43 29 44; 3.97; 1.03;  G6-8III
336.5033;+70.7708;999.0000;+99.0000;213022;22 26 00.8;+70 46 15; 5.47; 1.20; gK2
337.2071; -0.0203;999.0000;+99.0000;213051;22 28 49.7;-00 01 13; 4.59;     ;  F6IV
337.2087; -0.0200;999.0000;+99.0000;213052;22 28 50.1;-00 01 12; 4.42; 0.38;  F3V
337.4396;-43.7494;999.0000;+99.0000;213080;22 29 45.5;-43 44 58; 4.11; 1.57;  M4.5IIIa
336.7721;+65.1322;999.0000;+99.0000;213087;22 27 05.3;+65 07 56; 5.46; 0.37;  B0.5Ibe:
337.2833; +9.1289;999.0000;+99.0000;213119;22 29 08.0;+09 07 44; 5.58; 1.55;  K5IIIa
337.4417;-27.1072;999.0000;+99.0000;213135;22 29 46.0;-27 06 26; 5.95; 0.33;  F1V
337.2925;+26.7631;999.0000;+99.0000;213179;22 29 10.2;+26 45 47; 5.79; 1.25;  K2II
337.5062;-12.9150;999.0000;+99.0000;213198;22 30 01.5;-12 54 54; 6.40; 0.32;  F3IV
337.4917; +4.4317;999.0000;+99.0000;213235;22 29 58.0;+04 25 54; 5.48; 0.38;  F2V+F2V
337.5725;-14.5858;999.0000;+99.0000;213236;22 30 17.4;-14 35 09; 6.37;-0.04;  B8V s
337.0821;+64.0856;999.0000;+99.0000;213242;22 28 19.7;+64 05 08; 6.29; 1.08;  K0
337.4329;+35.7256;999.0000;+99.0000;213272;22 29 43.9;+35 43 32; 6.56;     ;  A2V
337.7237;-26.0736;999.0000;+99.0000;213296;22 30 53.7;-26 04 25; 6.43; 1.08;  K1III
337.2929;+58.4153;999.0000;+99.0000;213306;22 29 10.3;+58 24 55; 3.75; 0.60;  F5Ib-G2Ib
337.3825;+47.7069;999.0000;+99.0000;213310;22 29 31.8;+47 42 25; 4.36; 1.68;  M0II+B8V
337.6617;-10.6781;999.0000;+99.0000;213320;22 30 38.8;-10 40 41; 4.82;-0.06;  A0IV s
337.5075;+32.5725;999.0000;+99.0000;213323;22 30 01.8;+32 34 21; 5.65;-0.04;  B9.5V
337.5271;+49.3561;999.0000;+99.0000;213389;22 30 06.5;+49 21 22; 6.40; 1.15;  K2IIIe
337.8762;-32.3461;999.0000;+99.0000;213398;22 31 30.3;-32 20 46; 4.29; 0.01;  A0V
338.8600;-78.7717;999.0000;+99.0000;213402;22 35 26.4;-78 46 18; 6.15; 1.38;  K1III
336.6771;+78.7858;999.0000;+99.0000;213403;22 26 42.5;+78 47 09; 5.83; 0.15;  A2Vm
337.6221;+43.1233;999.0000;+99.0000;213420;22 30 29.3;+43 07 24; 4.51;-0.09;  B2IV
337.8267; -2.9111;999.0000;+99.0000;213428;22 31 18.4;-02 54 40; 6.16; 1.08;  K0
337.8267; -6.5550;999.0000;+99.0000;213429;22 31 18.4;-06 33 18; 6.14; 0.56;  F7V
338.2504;-61.9822;999.0000;+99.0000;213442;22 33 00.1;-61 58 56; 4.81; 1.61;  M4III
337.9221;-10.9056;999.0000;+99.0000;213464;22 31 41.3;-10 54 20; 6.38; 0.28;  A8III
337.8925;+29.5428;999.0000;+99.0000;213534;22 31 34.2;+29 32 34; 6.35; 0.19;  A5m
337.8229;+50.2825;999.0000;+99.0000;213558;22 31 17.5;+50 16 57; 3.77; 0.01;  A1V
338.1479;+20.2300;999.0000;+99.0000;213617;22 32 35.5;+20 13 48; 6.42; 0.32;  F1V
338.1954;+15.8633;999.0000;+99.0000;213644;22 32 46.9;+15 51 48; 6.32; 1.19;  K0
338.1100;+39.7797;999.0000;+99.0000;213660;22 32 26.4;+39 46 47; 5.88; 0.16;  A6V
338.0783;+54.0375;999.0000;+99.0000;213720;22 32 18.8;+54 02 15; 6.35;     ;  G8III
338.5121; -1.5742;999.0000;+99.0000;213789;22 34 02.9;-01 34 27; 5.89; 0.99;  G6III
337.4704;+78.8242;999.0000;+99.0000;213798;22 29 52.9;+78 49 27; 5.50; 0.06;  A3V
338.6733;-20.7083;999.0000;+99.0000;213845;22 34 41.6;-20 42 30; 5.20; 0.44;  F4IV
338.9704;-57.8836;999.0000;+99.0000;213884;22 35 52.9;-57 53 01; 6.23; 0.20;  A5V
338.4192;+56.6250;999.0000;+99.0000;213930;22 33 40.6;+56 37 30; 5.71; 0.96;  G8III-IV
338.2621;+69.9136;999.0000;+99.0000;213973;22 33 02.9;+69 54 49; 6.60; 0.32;  A9III
338.9021;-23.9911;999.0000;+99.0000;213986;22 35 36.5;-23 59 28; 5.97; 0.99; gK0
338.8392; -0.1175;999.0000;+99.0000;213998;22 35 21.4;-00 07 03; 4.02;-0.09;  B9IV-Vn
338.3208;+70.3739;999.0000;+99.0000;214019;22 33 17.0;+70 22 26; 6.34; 0.00;  A0V
338.0675;+76.2264;999.0000;+99.0000;214035;22 32 16.2;+76 13 35; 5.68; 0.05;  A2V
339.1221;-40.5828;999.0000;+99.0000;214085;22 36 29.3;-40 34 58; 6.28; 0.12;  A3Vn
339.1475;-31.6639;999.0000;+99.0000;214122;22 36 35.4;-31 39 50; 5.82; 1.09;  K1III
339.2450;-40.5911;999.0000;+99.0000;214150;22 36 58.8;-40 35 28; 5.86; 0.06;  A1V
338.9679;+39.6342;999.0000;+99.0000;214168;22 35 52.3;+39 38 03; 5.73;-0.15;  B2Ve
339.0329;+35.5772;999.0000;+99.0000;214200;22 36 07.9;+35 34 38; 6.10; 1.00;  K0
339.1517;+11.6969;999.0000;+99.0000;214203;22 36 36.4;+11 41 49; 6.40; 0.00;  A1III
338.9725;+50.0711;999.0000;+99.0000;214240;22 35 53.4;+50 04 16; 6.29;-0.05;  B3V
338.9658;+56.0700;999.0000;+99.0000;214279;22 35 51.8;+56 04 12; 6.38; 0.12;  A3V
339.2696;+12.5772;999.0000;+99.0000;214298;22 37 04.7;+12 34 38; 6.30;     ;  K5
339.2029;+35.6525;999.0000;+99.0000;214313;22 36 48.7;+35 39 09; 6.30; 1.37;  K5
339.4392; -4.2281;999.0000;+99.0000;214376;22 37 45.4;-04 13 41; 5.03; 1.14;  K2III
339.7850;-52.6922;999.0000;+99.0000;214441;22 39 08.4;-52 41 32; 6.65; 0.35;  F1III
339.5925; -7.8978;999.0000;+99.0000;214448;22 38 22.2;-07 53 52; 6.23; 0.78;  G0III+F0V
339.3433;+51.5453;999.0000;+99.0000;214454;22 37 22.4;+51 32 43; 4.63; 0.24;  A8IV
339.6862;-28.7478;999.0000;+99.0000;214462;22 38 44.7;-28 44 52; 6.47; 1.04;  K1III
338.9421;+73.6431;999.0000;+99.0000;214470;22 35 46.1;+73 38 35; 5.08; 0.39;  F3III-IV
339.7146;-33.0814;999.0000;+99.0000;214484;22 38 51.5;-33 04 53; 5.66; 0.05;  A2Vp
339.5729;+45.1831;999.0000;+99.0000;214558;22 38 17.5;+45 10 59; 6.40;     ;  G2III+A4V
339.7192;+19.5222;999.0000;+99.0000;214567;22 38 52.6;+19 31 20; 5.82; 0.92;  G8II
339.9333;-28.3253;999.0000;+99.0000;214599;22 39 44.0;-28 19 31; 6.31; 1.01;  K0IV
340.2037;-57.4222;999.0000;+99.0000;214632;22 40 48.9;-57 25 20; 5.97; 1.46;  K4III
339.6579;+56.7958;999.0000;+99.0000;214665;22 38 37.9;+56 47 45; 5.21; 1.58;  M4+III
339.8154;+39.0503;999.0000;+99.0000;214680;22 39 15.7;+39 03 01; 4.88;-0.20;  O9V
340.0929;-30.6589;999.0000;+99.0000;214690;22 40 22.3;-30 39 32; 5.87; 1.30;  K3III
339.9458;+19.6811;999.0000;+99.0000;214698;22 39 47.0;+19 40 52; 6.21; 0.00;  A2V
339.3042;+75.3717;999.0000;+99.0000;214710;22 37 13.0;+75 22 18; 5.79; 1.57;  M1IIIab
339.8929;+37.5928;999.0000;+99.0000;214714;22 39 34.3;+37 35 34; 6.03; 0.86;  G3Ib-IICN-1CH2Fe-1
339.6625;+63.5844;999.0000;+99.0000;214734;22 38 39.0;+63 35 04; 5.19; 0.06;  A3IV
340.1642;-27.0436;999.0000;+99.0000;214748;22 40 39.4;-27 02 37; 4.17;-0.11;  B8V
340.2000; -3.5542;999.0000;+99.0000;214810;22 40 48.0;-03 33 15; 6.31; 0.52;  F6V
341.5137;-81.3817;999.0000;+99.0000;214846;22 46 03.3;-81 22 54; 4.15; 0.20;  A9IV-V
340.2196;+14.5494;999.0000;+99.0000;214850;22 40 52.7;+14 32 58; 5.71; 0.72;  G4V
340.1287;+44.2764;999.0000;+99.0000;214868;22 40 30.9;+44 16 35; 4.46; 1.33;  K2+III-IIIb
340.0767;+53.8461;999.0000;+99.0000;214878;22 40 18.4;+53 50 46; 5.93; 0.93;  K0III
340.3654;+10.8314;999.0000;+99.0000;214923;22 41 27.7;+10 49 53; 3.40;-0.09;  B8V
